id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Post Malone|||Zack and Codeine|||29|||3,Post Malone,Zack and Codeine,"Made a hundred bands, saw all your hands out (All your hands out)
No, my friend, can't do no handouts (Do no handouts)
All these rappers, all sound the same now (Sound the same now)
Sayin' I'm to blame, now y'all see me on the TV (Ooh)
Multimillionaire by the time I'm 23 (Ooh)
Gettin' no sleep (No), ragin' for a week (Ooh)
I hit number one and I ain't even hit my peak (Ahh)
I just had to tell 'em",Post Malone|||Zack and Codeine|||29,3,disappointment,annoyance,disapproval,"[{'label': 'neutral', 'score': 0.5412123203277588}, {'label': 'disappointment', 'score': 0.19436559081077576}, {'label': 'annoyance', 'score': 0.16987082362174988}, {'label': 'disapproval', 'score': 0.05313214287161827}, {'label': 'realization', 'score': 0.0354655422270298}, {'label': 'sadness', 'score': 0.03145310655236244}]"
Post Malone|||Zack and Codeine|||29|||4,Post Malone,Zack and Codeine,"I don't fuck with nobody, yeah, you hardly know me
What you take me for, no, I can't save your soul
I don't fuck with nobody, yeah, you hardly know me (Hardly know me)
Please just leave me alone (Leave me alone)",Post Malone|||Zack and Codeine|||29,4,anger,annoyance,disapproval,"[{'label': 'anger', 'score': 0.7434327602386475}, {'label': 'annoyance', 'score': 0.2889403998851776}, {'label': 'neutral', 'score': 0.12068942189216614}, {'label': 'disapproval', 'score': 0.069959357380867}, {'label': 'disgust', 'score': 0.019144190475344658}, {'label': 'disappointment', 'score': 0.01606055349111557}]"
Post Malone|||Zack and Codeine|||29|||5,Post Malone,Zack and Codeine,"We ain't sleepin', we ain't sleepin', we ain't (We ain't sleepin', we ain't sleepin')
We ain't sleepin', we ain't sleepin' tonight (No)
We ain't sleepin', we ain't sleepin', no way (Oh, yeah, we ain't sleepin')
Pour that drink, 'cause we ain't sleepin' tonight (No)
<\Lyric>```",Post Malone|||Zack and Codeine|||29,5,disapproval,annoyance,anger,"[{'label': 'neutral', 'score': 0.6456514000892639}, {'label': 'disapproval', 'score': 0.4080086946487427}, {'label': 'annoyance', 'score': 0.05473371967673302}, {'label': 'anger', 'score': 0.015625588595867157}, {'label': 'approval', 'score': 0.012087220326066017}, {'label': 'disappointment', 'score': 0.009765303693711758}]"
Post Malone|||A Thousand Bad Times|||30|||0,Post Malone,A Thousand Bad Times,"```
<Artist name> Post Malone <\Artist>
<Song title> A Thousand Bad Times <\Song title>
<Lyric> 
Yeah, oh, whoa, ooh
Yeah, yeah",Post Malone|||A Thousand Bad Times|||30,0,excitement,approval,realization,"[{'label': 'neutral', 'score': 0.4246823489665985}, {'label': 'excitement', 'score': 0.13914023339748383}, {'label': 'approval', 'score': 0.13682715594768524}, {'label': 'realization', 'score': 0.049886997789144516}, {'label': 'joy', 'score': 0.03547997400164604}, {'label': 'surprise', 'score': 0.022460736334323883}]"
Post Malone|||A Thousand Bad Times|||30|||1,Post Malone,A Thousand Bad Times,"Said you needed a ride, but you wanted my car
Without that face, girl, you wouldn't get far
I really like you, despite who you are, oh (Who you are)
You see me on TV, you know I'm a star
You say you don't know me, but I know that's false
I'll pay the price, girl, whatever that cost, oh (What it cost)",Post Malone|||A Thousand Bad Times|||30,1,love,approval,admiration,"[{'label': 'love', 'score': 0.6049850583076477}, {'label': 'neutral', 'score': 0.20582906901836395}, {'label': 'approval', 'score': 0.17210635542869568}, {'label': 'admiration', 'score': 0.058196134865283966}, {'label': 'disapproval', 'score': 0.03548223525285721}, {'label': 'disappointment', 'score': 0.0302481297403574}]"
Post Malone|||A Thousand Bad Times|||30|||2,Post Malone,A Thousand Bad Times,"You make my life so hard
But that's what gets me off",Post Malone|||A Thousand Bad Times|||30,2,sadness,disappointment,annoyance,"[{'label': 'sadness', 'score': 0.49605855345726013}, {'label': 'disappointment', 'score': 0.2993204593658447}, {'label': 'neutral', 'score': 0.10555090755224228}, {'label': 'annoyance', 'score': 0.07282992452383041}, {'label': 'approval', 'score': 0.021410321816802025}, {'label': 'realization', 'score': 0.020078018307685852}]"
Post Malone|||A Thousand Bad Times|||30|||3,Post Malone,A Thousand Bad Times,"I had a thousand bad times
So what's another time to me? (What's that to me, yeah)
You try to burn my house down
But what's another house to me? (What's that to me, yeah)
'Cause I can take anything that you give me (What you give me)
It's gonna take a lot more to kill me, bitch
So thank you for the grave (Yeah)
I needed me a place to sleep (Place to sleep)",Post Malone|||A Thousand Bad Times|||30,3,gratitude,annoyance,anger,"[{'label': 'gratitude', 'score': 0.5924047827720642}, {'label': 'annoyance', 'score': 0.17057007551193237}, {'label': 'anger', 'score': 0.0667824074625969}, {'label': 'neutral', 'score': 0.0456593781709671}, {'label': 'disappointment', 'score': 0.028898753225803375}, {'label': 'curiosity', 'score': 0.02645932137966156}]"
Post Malone|||A Thousand Bad Times|||30|||4,Post Malone,A Thousand Bad Times,"And I don't wanna meet your mama (No)
She prolly crazier than you (She prolly crazier than you)
I'm gonna need some thicker armor (Armor)
To spend another night with you (And on and on and on)
Baby, I know just what to do
Every time you fuck me over, I'll come back to you
Baby, I don't want to know the truth (Know the truth)
I ignore them when they tell me all the shit you do (Shit you do)
I always get my heart broke like I needed the practice (Needed)
Foot on my throat 'til my world is collapsin' (Damn)
But this what I chose, it's the law of attraction, yeah (Attraction)
(And on and on and on)",Post Malone|||A Thousand Bad Times|||30,4,annoyance,disappointment,anger,"[{'label': 'annoyance', 'score': 0.4096696078777313}, {'label': 'neutral', 'score': 0.2503032982349396}, {'label': 'disappointment', 'score': 0.1306527704000473}, {'label': 'anger', 'score': 0.11509684473276138}, {'label': 'desire', 'score': 0.05811389535665512}, {'label': 'sadness', 'score': 0.04337547719478607}]"
Post Malone|||A Thousand Bad Times|||30|||5,Post Malone,A Thousand Bad Times,"Girl, you make my life so hard (So hard, so hard)
But that's what gets me off",Post Malone|||A Thousand Bad Times|||30,5,sadness,disappointment,annoyance,"[{'label': 'sadness', 'score': 0.4050061106681824}, {'label': 'disappointment', 'score': 0.28687021136283875}, {'label': 'annoyance', 'score': 0.09876962006092072}, {'label': 'neutral', 'score': 0.0939420759677887}, {'label': 'approval', 'score': 0.02495029754936695}, {'label': 'disapproval', 'score': 0.01976829022169113}]"
Post Malone|||A Thousand Bad Times|||30|||6,Post Malone,A Thousand Bad Times,"I had a thousand bad times
So what's another time to me? (So what's that to me, yeah)
You try to burn my house down
But what's another house to me? (So what's that to me, yeah)
'Cause I can take anything that you give me (What you give me)
It's gonna take a lot more to kill me, bitch (Kill me)
So thank you for the grave (Yeah)
I needed me a place to sleep (Place to sleep)",Post Malone|||A Thousand Bad Times|||30,6,gratitude,annoyance,anger,"[{'label': 'gratitude', 'score': 0.7262182235717773}, {'label': 'annoyance', 'score': 0.1237165704369545}, {'label': 'anger', 'score': 0.047018278390169144}, {'label': 'neutral', 'score': 0.04160868003964424}, {'label': 'curiosity', 'score': 0.03045865148305893}, {'label': 'disappointment', 'score': 0.02276279777288437}]"
Post Malone|||A Thousand Bad Times|||30|||7,Post Malone,A Thousand Bad Times,"I should get out, but I still want more
I should get out, what am I waitin' for?
It's all the same to me, it's all a game to me
It's all the same to me, it's all the same",Post Malone|||A Thousand Bad Times|||30,7,desire,curiosity,approval,"[{'label': 'neutral', 'score': 0.36232641339302063}, {'label': 'desire', 'score': 0.21754314005374908}, {'label': 'curiosity', 'score': 0.11354786157608032}, {'label': 'approval', 'score': 0.050113193690776825}, {'label': 'annoyance', 'score': 0.045283351093530655}, {'label': 'confusion', 'score': 0.033242419362068176}]"
Post Malone|||A Thousand Bad Times|||30|||8,Post Malone,A Thousand Bad Times,"I had a thousand bad times
So what's another time to me? (What's that to me)
You try to burn my house down
But what's another house to me? (What's that to me)
'Cause I can take anything that you give me (What you give me)
It's gonna take a lot more to kill me, bitch (Kill me)
So thank you for the grave (Yeah)
I needed me a place to sleep (Place to sleep)
We go there, oh
<\Lyric>```",Post Malone|||A Thousand Bad Times|||30,8,gratitude,annoyance,anger,"[{'label': 'gratitude', 'score': 0.6566931009292603}, {'label': 'annoyance', 'score': 0.11830008774995804}, {'label': 'neutral', 'score': 0.05574410408735275}, {'label': 'anger', 'score': 0.04265004023909569}, {'label': 'curiosity', 'score': 0.024079490453004837}, {'label': 'disappointment', 'score': 0.021135155111551285}]"
Post Malone|||Leave|||31|||0,Post Malone,Leave,"```
<Artist name> Post Malone <\Artist>
<Song title> Leave <\Song title>
<Lyric> 
Oh-oh-oh-oh",Post Malone|||Leave|||31,0,surprise,excitement,realization,"[{'label': 'neutral', 'score': 0.44860920310020447}, {'label': 'surprise', 'score': 0.1919049620628357}, {'label': 'excitement', 'score': 0.12353803217411041}, {'label': 'realization', 'score': 0.08730857819318771}, {'label': 'joy', 'score': 0.027116376906633377}, {'label': 'approval', 'score': 0.01979367434978485}]"
Post Malone|||Leave|||31|||1,Post Malone,Leave,"She said, ""Love me"" so I love her (Oh-oh-oh-oh)
She said, ""Leave me"" so I left (Oh-oh-oh-oh)
Then I went to California (Oh-oh-oh-oh)
And I ain't never comin' back
I got a high five from a brother (Oh-oh-oh-oh)
I got bloodstains on the bed (Oh-oh-oh-oh)
And I ain't sayin' that I love her (Oh-oh-oh-oh)
But this bitch is gonna drive me mad
I said this bitch is gonna drive me mad (Ah-ah-ah-ah-ah-ah, oh-oh-oh-oh)",Post Malone|||Leave|||31,1,love,anger,joy,"[{'label': 'love', 'score': 0.8665942549705505}, {'label': 'neutral', 'score': 0.09940271079540253}, {'label': 'anger', 'score': 0.04214368760585785}, {'label': 'joy', 'score': 0.04142066836357117}, {'label': 'excitement', 'score': 0.03652114421129227}, {'label': 'annoyance', 'score': 0.02953731268644333}]"
Post Malone|||Leave|||31|||2,Post Malone,Leave,"You got just what I been looking for
But you can't bring yourself to say no
And I ain't never gonna let you go
I kept wishing I would die, oh
The whole plane ride home
And I wish I could
I know I should leave you alone
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)",Post Malone|||Leave|||31,2,desire,disappointment,annoyance,"[{'label': 'desire', 'score': 0.7721849679946899}, {'label': 'neutral', 'score': 0.16974100470542908}, {'label': 'disappointment', 'score': 0.04338621720671654}, {'label': 'annoyance', 'score': 0.03216923028230667}, {'label': 'sadness', 'score': 0.02798403985798359}, {'label': 'optimism', 'score': 0.023432014510035515}]"
Post Malone|||Leave|||31|||3,Post Malone,Leave,"I worship since I met you (Oh-oh-oh-oh)
I fell down to my knees (Oh-oh-oh-oh)
And when no one would accept ya (Oh-oh-oh-oh)
Throw myself up on a cross and bleed
I seen a dark cloud coming over (Oh-oh-oh-oh)
I seen some evil shit in her head (Oh-oh-oh-oh)
But she rode me like no other (Oh-oh-oh-oh)
But this bitch is gonna drive me mad
I said this bitch is gonna drive me mad (Ah-ah-ah-ah-ah-ah, oh-oh-oh-oh)",Post Malone|||Leave|||31,3,anger,annoyance,disgust,"[{'label': 'neutral', 'score': 0.3779764175415039}, {'label': 'anger', 'score': 0.25057077407836914}, {'label': 'annoyance', 'score': 0.21734140813350677}, {'label': 'disgust', 'score': 0.0428103543817997}, {'label': 'fear', 'score': 0.022627491503953934}, {'label': 'disappointment', 'score': 0.019992629066109657}]"
Post Malone|||Leave|||31|||4,Post Malone,Leave,"You got just what I been looking for
But you can't bring yourself to say no
And I ain't never gonna let you go
I kept wishing I would die, oh
That whole plane ride home
And I wish I could
I know I should leave you alone
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
You got just what I been looking for
But you can't bring yourself to say no
And I ain't never gonna let you go
I kept wishing I would die, oh
That whole plane ride home
And I wish I could
I know I should leave you alone
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
<\Lyric>```",Post Malone|||Leave|||31,4,desire,disappointment,annoyance,"[{'label': 'desire', 'score': 0.7545093297958374}, {'label': 'neutral', 'score': 0.19830761849880219}, {'label': 'disappointment', 'score': 0.03123476356267929}, {'label': 'annoyance', 'score': 0.02838088572025299}, {'label': 'optimism', 'score': 0.026390371844172478}, {'label': 'sadness', 'score': 0.019275009632110596}]"
Post Malone|||Same Bitches|||32|||0,Post Malone,Same Bitches,"```
<Artist name> Post Malone <\Artist>
<Song title> Same Bitches <\Song title>
<Lyric> 
Yeah, yeah",Post Malone|||Same Bitches|||32,0,approval,realization,admiration,"[{'label': 'approval', 'score': 0.5125394463539124}, {'label': 'neutral', 'score': 0.4419299364089966}, {'label': 'realization', 'score': 0.026652667671442032}, {'label': 'admiration', 'score': 0.0076937903650105}, {'label': 'excitement', 'score': 0.007187915500253439}, {'label': 'annoyance', 'score': 0.0064054871909320354}]"
Post Malone|||Same Bitches|||32|||1,Post Malone,Same Bitches,"I been in L.A. too long
How I see the same bitches everywhere I go?
It don't really matter where they from
Actin' or a model, heard it all before
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah, yeah",Post Malone|||Same Bitches|||32,1,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.5094593167304993}, {'label': 'curiosity', 'score': 0.27837949991226196}, {'label': 'confusion', 'score': 0.22782862186431885}, {'label': 'approval', 'score': 0.08693236112594604}, {'label': 'realization', 'score': 0.03209501877427101}, {'label': 'surprise', 'score': 0.014761462807655334}]"
Post Malone|||Same Bitches|||32|||2,Post Malone,Same Bitches,"I hit your DM, baby
Took the screenshot, yeah, you tried to play me
I bet this shit was good for your reputation
I just let it go, so I could see you naked
Holy moly, look at what you rolled in
Million followers, but your bumpers broken
What's your focus? Tell me what your goal is
I know you only like me
'Cause I just spent a hundred bands in one night
Spent a hundred bands in one night
I know you wanna live this life
But I can't make a ho a housewife (Oh, no)
What's your name? Who's your daddy?
Is he rich like me? Is he rich like me?
Yeah, yeah, yeah (Ayy)",Post Malone|||Same Bitches|||32,2,curiosity,annoyance,confusion,"[{'label': 'neutral', 'score': 0.4827052354812622}, {'label': 'curiosity', 'score': 0.4780995845794678}, {'label': 'annoyance', 'score': 0.0467383898794651}, {'label': 'confusion', 'score': 0.03053146041929722}, {'label': 'approval', 'score': 0.01706048473715782}, {'label': 'surprise', 'score': 0.01341108325868845}]"
Post Malone|||Same Bitches|||32|||3,Post Malone,Same Bitches,"I been in L.A. too long
How I see the same bitches everywhere I go?
It don't really matter where they from
Actin' or a model, heard it all before
Population four million, how I see the same bitches?
(How I see the same bitches?) (Uh, yeah)
Yeah, yeah
Population four million, how I see the same bitches?
(How I see the same bitches?) (Gerald)
Yeah, yeah, yeah (uh)",Post Malone|||Same Bitches|||32,3,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.5872704982757568}, {'label': 'curiosity', 'score': 0.2592720091342926}, {'label': 'confusion', 'score': 0.18772576749324799}, {'label': 'approval', 'score': 0.05580120161175728}, {'label': 'realization', 'score': 0.028836408630013466}, {'label': 'surprise', 'score': 0.016719263046979904}]"
Post Malone|||Same Bitches|||32|||4,Post Malone,Same Bitches,"Everywhere I go I see the same ho
Always post selfies on the 'Gram from a angle, a Catfish
Hollywood devil, not a angel
Her bag is Chanel, but she drives a Durango
Yeah, and I'm gettin' to the queso
Woke and I'm hip to the game, so I'm thankful
OGs put me on tours, so I'm laced, bro
Real recognizin' that you don't speak the lingo
Clothes all new, not a wrinkle
Givin' you the game, gettin' sprinkled
Bottles on deck and my drink full
I turn into a beast, I'm a dog, I'm a pitbull
This life did it to me, I can't switch back
If I take her then you'll never get your bitch back
Yeah, the beat knockin', yeah, this shit clap
Welcome to the west it's where people gettin' rich at, ayy",Post Malone|||Same Bitches|||32,4,gratitude,approval,annoyance,"[{'label': 'gratitude', 'score': 0.45260801911354065}, {'label': 'neutral', 'score': 0.23244450986385345}, {'label': 'approval', 'score': 0.11163343489170074}, {'label': 'annoyance', 'score': 0.025991443544626236}, {'label': 'joy', 'score': 0.025969229638576508}, {'label': 'relief', 'score': 0.024728596210479736}]"
Post Malone|||Same Bitches|||32|||5,Post Malone,Same Bitches,"I been in L.A. too long (G)
How I see the same bitches everywhere I go? (It's Eazy, you know?)
It don't really matter where they from (Yee, yee, yee)
Actin' or a model, heard it all before (Ayy)
Population four million, how I see the same bitches?
(West side nigga)
Population four million, how I see the same bitches?
(Hol' up, let me talk my shit, hol' up)
Yeah, yeah, yeah",Post Malone|||Same Bitches|||32,5,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.6120991110801697}, {'label': 'curiosity', 'score': 0.20783576369285583}, {'label': 'confusion', 'score': 0.11689650267362595}, {'label': 'annoyance', 'score': 0.10281915962696075}, {'label': 'approval', 'score': 0.023366140201687813}, {'label': 'realization', 'score': 0.016627579927444458}]"
Post Malone|||Same Bitches|||32|||6,Post Malone,Same Bitches,"I been in L.A. too long
Me and my bros hit the same hoes
L.A., Hollywood, that's some Valley hoes
Do I know how to fuck? They all know
Yeah, yeah, fuck it, go down baby, you ratchet
I'm with the program, baby (Yeah)
Word in the streets, you with the whole town, baby
I'm tryna do it for the brother like Motown, baby (For the record)
She fucked the L.A. Laker for the record
She fucked a Dodger baseball player for the record
She fucked the head of my record label, ooh
How you think she been so stable?
Ah, damn, ah, damn, but she down to fuck
Designer everything, Benz Truck
Pullin' up with you friend, tell me who she is
Oh, never mind, my friend fucked",Post Malone|||Same Bitches|||32,6,annoyance,anger,disgust,"[{'label': 'neutral', 'score': 0.5981160998344421}, {'label': 'annoyance', 'score': 0.24927623569965363}, {'label': 'anger', 'score': 0.22695837914943695}, {'label': 'disgust', 'score': 0.017488103359937668}, {'label': 'disappointment', 'score': 0.007701066788285971}, {'label': 'approval', 'score': 0.006774856708943844}]"
Post Malone|||Same Bitches|||32|||7,Post Malone,Same Bitches,"Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah, yeah
(Haha, oh, never mind, my friend fucked)
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah, yeah
(Haha, never mind, my friend fucked)
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah, yeah
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah, yeah
<\Lyric>```",Post Malone|||Same Bitches|||32,7,amusement,curiosity,confusion,"[{'label': 'amusement', 'score': 0.6289864778518677}, {'label': 'neutral', 'score': 0.2742525637149811}, {'label': 'curiosity', 'score': 0.167461559176445}, {'label': 'confusion', 'score': 0.04348916560411453}, {'label': 'approval', 'score': 0.03302410989999771}, {'label': 'joy', 'score': 0.021143130958080292}]"
Post Malone|||Sugar Wraith|||33|||0,Post Malone,Sugar Wraith,"```
<Artist name> Post Malone <\Artist>
<Song title> Sugar Wraith <\Song title>
<Lyric> 
I started with an eighth, alright (Alright)
And then I went and changed my life (My life)
I might take out the Wraith tonight (Tonight)
Put your arms around me, baby
I just want to fly, make it last before we die
And I know you want a ride
What's on your mind? What's on your mind?",Post Malone|||Sugar Wraith|||33,0,desire,curiosity,excitement,"[{'label': 'desire', 'score': 0.4125809669494629}, {'label': 'neutral', 'score': 0.26823344826698303}, {'label': 'curiosity', 'score': 0.1491071730852127}, {'label': 'excitement', 'score': 0.03832181543111801}, {'label': 'approval', 'score': 0.03506676107645035}, {'label': 'optimism', 'score': 0.02635200507938862}]"
Post Malone|||Sugar Wraith|||33|||1,Post Malone,Sugar Wraith,"And my '92 got doors like my Lambo
Spend my last paycheck on some ammo
We don't follow trends, rest in peace to Yamo
Your new shit sucks, I feel like Anthony Fantano (Ooh)
Sayin' I was broke last year, I can't go back there
Nicotine fiend, couldn't even buy a pack, yeah
She don't know my music, told her I ain't mad, yeah
Let her cut that coco on my platinum plaque, yeah (Wow)
Cut my fingers on my bands, oh yeah
Cut my locker with some Xan, oh yeah
Count me my guala in advance, oh yeah
Backstreet diamonds, watch them dance on ya, yeah",Post Malone|||Sugar Wraith|||33,1,annoyance,disappointment,anger,"[{'label': 'annoyance', 'score': 0.4721570312976837}, {'label': 'disappointment', 'score': 0.29108670353889465}, {'label': 'neutral', 'score': 0.20792649686336517}, {'label': 'anger', 'score': 0.05201948061585426}, {'label': 'disapproval', 'score': 0.04023801162838936}, {'label': 'sadness', 'score': 0.038923364132642746}]"
Post Malone|||Sugar Wraith|||33|||2,Post Malone,Sugar Wraith,"She don't want to spend all my dough
She gets paid to be a model (Model, model)
I take the lead, they just follow
Face it, you don't know what I know
Pull up, I got some' for ya
Somethin' in my trunk for ya
But I got a good lawyer
They always try to come for ya",Post Malone|||Sugar Wraith|||33,2,annoyance,approval,disapproval,"[{'label': 'neutral', 'score': 0.9503623247146606}, {'label': 'annoyance', 'score': 0.019946211948990822}, {'label': 'approval', 'score': 0.015172936022281647}, {'label': 'disapproval', 'score': 0.013081757351756096}, {'label': 'disappointment', 'score': 0.008254357613623142}, {'label': 'realization', 'score': 0.007459923159331083}]"
Post Malone|||Sugar Wraith|||33|||3,Post Malone,Sugar Wraith,"I'ma pull up in that Bentley with the fuckin' windows tinted (Ooh)
'Pendin' how I'm feelin', take a drop of the extended (Skrt)
Think I'm showin' signs of slowin', homie, just forget it
I guess this what happens when you fuckin' handle business, yeah",Post Malone|||Sugar Wraith|||33,3,annoyance,anger,approval,"[{'label': 'annoyance', 'score': 0.4194451570510864}, {'label': 'neutral', 'score': 0.37379971146583557}, {'label': 'anger', 'score': 0.1335805058479309}, {'label': 'approval', 'score': 0.06560733169317245}, {'label': 'optimism', 'score': 0.02480299398303032}, {'label': 'realization', 'score': 0.021882684901356697}]"
Post Malone|||Sugar Wraith|||33|||4,Post Malone,Sugar Wraith,"I was broke last year, I can't go back there
I was broke last year, I can't go back there
Gasoline and I went and lit a match, yeah
Try to take the swagger, I know it for a fact, yeah",Post Malone|||Sugar Wraith|||33,4,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.4856293499469757}, {'label': 'sadness', 'score': 0.3290569484233856}, {'label': 'neutral', 'score': 0.1670961081981659}, {'label': 'annoyance', 'score': 0.04318804293870926}, {'label': 'approval', 'score': 0.04291711747646332}, {'label': 'realization', 'score': 0.034994423389434814}]"
Post Malone|||Sugar Wraith|||33|||5,Post Malone,Sugar Wraith,"Pull up in that Bentley with the fuckin' windows tinted (Skrt)
'Pendin' how I'm feelin', take a drop of the extended (Skrt)
Think I'm showin' signs of slowin', homie, just forget it
I guess this what happens when you fuckin' handle business, yeah",Post Malone|||Sugar Wraith|||33,5,annoyance,anger,approval,"[{'label': 'neutral', 'score': 0.4245698153972626}, {'label': 'annoyance', 'score': 0.3944832682609558}, {'label': 'anger', 'score': 0.10950624942779541}, {'label': 'approval', 'score': 0.06197609379887581}, {'label': 'realization', 'score': 0.02219220995903015}, {'label': 'optimism', 'score': 0.02109156921505928}]"
Post Malone|||Sugar Wraith|||33|||6,Post Malone,Sugar Wraith,"I wanna fly, I wanna fly, yeah
I wanna fly, I wanna fly, yeah
I wanna fly
I wanna fly, I wanna fly, yeah
<\Lyric>```",Post Malone|||Sugar Wraith|||33,6,desire,excitement,approval,"[{'label': 'desire', 'score': 0.6358999013900757}, {'label': 'neutral', 'score': 0.113871730864048}, {'label': 'excitement', 'score': 0.08052606880664825}, {'label': 'approval', 'score': 0.06405555456876755}, {'label': 'optimism', 'score': 0.023118089884519577}, {'label': 'love', 'score': 0.022722193971276283}]"
Post Malone|||Motley Crew|||34|||0,Post Malone,Motley Crew,"```
<Artist name> Post Malone <\Artist>
<Song title> Motley Crew <\Song title>
<Lyric> 
(d.a. got that dope)",Post Malone|||Motley Crew|||34,0,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9681983590126038}, {'label': 'approval', 'score': 0.013294325210154057}, {'label': 'realization', 'score': 0.006715711206197739}, {'label': 'annoyance', 'score': 0.006577603053301573}, {'label': 'admiration', 'score': 0.003905411111190915}, {'label': 'disappointment', 'score': 0.0034764527808874846}]"
Post Malone|||Motley Crew|||34|||1,Post Malone,Motley Crew,"Count up the bands stickin' up
No rubber band is big enough
Chain is so heavy, can't pick it up
Came with the gang, a myriad
I seen your whip, hilarious
Where is my roof? Mysterious
My whip from Fast & Furious
Curtains with yellow interior
I get the commas, period
Covered in ice, Siberia
I'm at the top of the pyramid
Bitch, I'm a star, I'm Sirius
We came to play, are you serious?
Came with the gang, a myriad
Came with the gang, a myriad
Came with the motley crew",Post Malone|||Motley Crew|||34,1,amusement,curiosity,joy,"[{'label': 'amusement', 'score': 0.8856351971626282}, {'label': 'curiosity', 'score': 0.1243029460310936}, {'label': 'neutral', 'score': 0.11698123067617416}, {'label': 'joy', 'score': 0.050599273294210434}, {'label': 'confusion', 'score': 0.041082996875047684}, {'label': 'annoyance', 'score': 0.02155628241598606}]"
Post Malone|||Motley Crew|||34|||2,Post Malone,Motley Crew,"Sit up, ball, I just forgot where I was
Pour it up, throw it up, sit up, woah
Get up, bitch, get up, bitch, get up
Came with a wig splitter
I got John Wick hitters (Ooh)
I'm a go-get-gеtter (Wow, uh)",Post Malone|||Motley Crew|||34,2,annoyance,anger,realization,"[{'label': 'neutral', 'score': 0.5779498219490051}, {'label': 'annoyance', 'score': 0.19513368606567383}, {'label': 'anger', 'score': 0.10247091203927994}, {'label': 'realization', 'score': 0.027303438633680344}, {'label': 'surprise', 'score': 0.025784198194742203}, {'label': 'excitement', 'score': 0.020908772945404053}]"
Post Malone|||Motley Crew|||34|||3,Post Malone,Motley Crew,"Came with the army, army, army, yеah
The people 'round me still the same
We just wanna party, party, party, yeah
We rowdy and won't never change",Post Malone|||Motley Crew|||34,3,excitement,joy,approval,"[{'label': 'neutral', 'score': 0.422026664018631}, {'label': 'excitement', 'score': 0.18358904123306274}, {'label': 'joy', 'score': 0.15239015221595764}, {'label': 'approval', 'score': 0.07892996072769165}, {'label': 'desire', 'score': 0.03449210897088051}, {'label': 'amusement', 'score': 0.032407909631729126}]"
Post Malone|||Motley Crew|||34|||4,Post Malone,Motley Crew,"What you gon' do? I'ma pull up with the crew
When I'm off the juice, I like to hang out the roof
I'm rockin' jewels, I like when the diamonds, they move
I just go through, I do not wait in the queue
Baby, baby, pinky, Brady, Brady
AP navy, navy, chain like two Mercedes
I'll come when they pay me, come with Katy, Amy
Crew go crazy, crazy, kick it, Dan Bailey (Uh)",Post Malone|||Motley Crew|||34,4,love,excitement,approval,"[{'label': 'love', 'score': 0.19983814656734467}, {'label': 'neutral', 'score': 0.19782640039920807}, {'label': 'excitement', 'score': 0.17896977066993713}, {'label': 'approval', 'score': 0.13365234434604645}, {'label': 'joy', 'score': 0.08739899843931198}, {'label': 'curiosity', 'score': 0.06216151639819145}]"
Post Malone|||Motley Crew|||34|||5,Post Malone,Motley Crew,"Came with the army, army, army, yeah
The people 'round me still the same
We just wanna party, party, party, yeah
We rowdy and won't never change
<\Lyric>```",Post Malone|||Motley Crew|||34,5,joy,excitement,approval,"[{'label': 'neutral', 'score': 0.3549221158027649}, {'label': 'joy', 'score': 0.23701335489749908}, {'label': 'excitement', 'score': 0.22209203243255615}, {'label': 'approval', 'score': 0.0760212242603302}, {'label': 'amusement', 'score': 0.044409237802028656}, {'label': 'desire', 'score': 0.022670963779091835}]"
Post Malone|||Enemies|||35|||0,Post Malone,Enemies,"```
<Artist name> Post Malone <\Artist>
<Song title> Enemies <\Song title>
<Lyric> 
Used to have friends, now I got enemies (Ooh)
Used to keep 'em close, now they dead to me (Damn)
Used to have friends, now I got enemies (Ooh)
Enemies, yeah, it's so sad",Post Malone|||Enemies|||35,0,sadness,disappointment,grief,"[{'label': 'sadness', 'score': 0.9000703692436218}, {'label': 'disappointment', 'score': 0.09611862152814865}, {'label': 'neutral', 'score': 0.03126640245318413}, {'label': 'grief', 'score': 0.031067445874214172}, {'label': 'realization', 'score': 0.016442446038126945}, {'label': 'annoyance', 'score': 0.015591800212860107}]"
