id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
The Script|||Man on a Wire|||14|||2,The Script,Man on a Wire,"I feel like I'm walking a tightrope
And my heart is in my throat
I'm counting on high hopes
To get me over you
And I've got my eyes closed
As long as the wind blows
I'm counting on high hopes
To get me over you, you
Cause I'm a man on a wire, on a wire
I'm a man on a wire, on a wire",The Script|||Man on a Wire|||14,2,optimism,desire,disappointment,"[{'label': 'optimism', 'score': 0.5662021636962891}, {'label': 'neutral', 'score': 0.2568887174129486}, {'label': 'desire', 'score': 0.14605234563350677}, {'label': 'disappointment', 'score': 0.035449251532554626}, {'label': 'caring', 'score': 0.0240708589553833}, {'label': 'sadness', 'score': 0.0229367446154356}]"
The Script|||Man on a Wire|||14|||3,The Script,Man on a Wire,"Who would have thought I'd see you with someone else
Who would have thought that I'd be in such a mess
Now you know, now you know I'm just a man on a wire, oh",The Script|||Man on a Wire|||14,3,surprise,realization,confusion,"[{'label': 'neutral', 'score': 0.6215416193008423}, {'label': 'surprise', 'score': 0.21454916894435883}, {'label': 'realization', 'score': 0.0995025485754013}, {'label': 'confusion', 'score': 0.06027863919734955}, {'label': 'curiosity', 'score': 0.04676493629813194}, {'label': 'annoyance', 'score': 0.027139993384480476}]"
The Script|||Man on a Wire|||14|||4,The Script,Man on a Wire,"When I walk that line, I try to keep my senses
Make it to the other side, I know the consequences
And I",The Script|||Man on a Wire|||14,4,approval,optimism,desire,"[{'label': 'neutral', 'score': 0.707738995552063}, {'label': 'approval', 'score': 0.13253146409988403}, {'label': 'optimism', 'score': 0.05452888831496239}, {'label': 'desire', 'score': 0.03934395685791969}, {'label': 'realization', 'score': 0.03813726827502251}, {'label': 'caring', 'score': 0.015866270288825035}]"
The Script|||Man on a Wire|||14|||5,The Script,Man on a Wire,"Feel like I'm walking a tightrope
And my heart is in my throat
I'm counting on high hopes
To get me over you
And I've got my eyes closed
As long as the wind blows
I'm counting on high hopes
To get me over you, you
Cause I'm a man on a wire, on a wire
I'm a man on a wire, on a wire",The Script|||Man on a Wire|||14,5,optimism,desire,disappointment,"[{'label': 'optimism', 'score': 0.6193184852600098}, {'label': 'neutral', 'score': 0.23433436453342438}, {'label': 'desire', 'score': 0.1444748193025589}, {'label': 'disappointment', 'score': 0.03237283602356911}, {'label': 'caring', 'score': 0.02777600847184658}, {'label': 'sadness', 'score': 0.019881991669535637}]"
The Script|||Man on a Wire|||14|||6,The Script,Man on a Wire,"The higher it gets, the more I miss the ground
No safety net, so now you're not around
I have to keep walking to keep me from falling down",The Script|||Man on a Wire|||14,6,disappointment,sadness,annoyance,"[{'label': 'neutral', 'score': 0.4999845027923584}, {'label': 'disappointment', 'score': 0.33910974860191345}, {'label': 'sadness', 'score': 0.2724933922290802}, {'label': 'annoyance', 'score': 0.04169365391135216}, {'label': 'realization', 'score': 0.03420776501297951}, {'label': 'disapproval', 'score': 0.021959735080599785}]"
The Script|||Man on a Wire|||14|||7,The Script,Man on a Wire,"Feels like I'm walkin' on a tightrope
My heart is in my throat
I'm counting on high hopes to get me over you
And I've got my eyes closed
As long as the wind blows
I'm counting on high hopes to get me over you, you
Cause I'm a man on a wire, on a wire
I'm a man on a wire, on a wire
Cause I'm a man on a wire, on a wire
I'm a man on a wire, on a wire, yeah
<\Lyric>```",The Script|||Man on a Wire|||14,7,optimism,desire,approval,"[{'label': 'optimism', 'score': 0.5329885482788086}, {'label': 'neutral', 'score': 0.39981842041015625}, {'label': 'desire', 'score': 0.16172203421592712}, {'label': 'approval', 'score': 0.02019212581217289}, {'label': 'caring', 'score': 0.016780896112322807}, {'label': 'disappointment', 'score': 0.012610465288162231}]"
The Script|||Flares|||15|||0,The Script,Flares,"```
<Artist name> The Script <\Artist>
<Song title> Flares <\Song title>
<Lyric> 
Did you lose what won't return?
Did you love but never learn?
The fire's out but still it burns
And no one cares, there's no one there",The Script|||Flares|||15,0,curiosity,sadness,disappointment,"[{'label': 'curiosity', 'score': 0.3843954801559448}, {'label': 'neutral', 'score': 0.19411152601242065}, {'label': 'sadness', 'score': 0.17479662597179413}, {'label': 'disappointment', 'score': 0.15670658648014069}, {'label': 'confusion', 'score': 0.10100649297237396}, {'label': 'annoyance', 'score': 0.067350372672081}]"
The Script|||Flares|||15|||1,The Script,Flares,"Did you find it hard to breathe?
Did you cry so much that you could barely see?
In the darkness all alone
And no one cares, there's no one there",The Script|||Flares|||15,1,sadness,curiosity,disappointment,"[{'label': 'sadness', 'score': 0.6251477003097534}, {'label': 'curiosity', 'score': 0.2959699332714081}, {'label': 'disappointment', 'score': 0.12203801423311234}, {'label': 'neutral', 'score': 0.11928845196962357}, {'label': 'confusion', 'score': 0.07342565804719925}, {'label': 'annoyance', 'score': 0.029870599508285522}]"
The Script|||Flares|||15|||2,The Script,Flares,"But did you see the flares in the sky?
Were you blinded by the light?
Did you feel the smoke in your eyes?
Did you? (Did you?) Did you? (Did you?)
Did you see the sparks, feel the hope
That you are not alone?
Cause someone's out there
Sending out flares",The Script|||Flares|||15,2,curiosity,confusion,optimism,"[{'label': 'curiosity', 'score': 0.5618007183074951}, {'label': 'neutral', 'score': 0.36242347955703735}, {'label': 'confusion', 'score': 0.23862133920192719}, {'label': 'optimism', 'score': 0.018573569133877754}, {'label': 'approval', 'score': 0.010727751068770885}, {'label': 'caring', 'score': 0.006848890800029039}]"
The Script|||Flares|||15|||3,The Script,Flares,"Did you break but never mend?
Did it hurt so much you thought it was the end?
Lose your heart but don't know when
And no one cares, there's no one there",The Script|||Flares|||15,3,sadness,confusion,curiosity,"[{'label': 'sadness', 'score': 0.49109065532684326}, {'label': 'confusion', 'score': 0.28031325340270996}, {'label': 'curiosity', 'score': 0.21763679385185242}, {'label': 'disappointment', 'score': 0.16265802085399628}, {'label': 'neutral', 'score': 0.1034100353717804}, {'label': 'annoyance', 'score': 0.02109525352716446}]"
The Script|||Flares|||15|||4,The Script,Flares,"But did you see the flares in the sky?
Were you blinded by the light?
Did you feel the smoke in your eyes?
Did you? (Did you?) Did you? (Did you?)
Did you see the sparks, feel the hope
That you are not alone?
Cause someone's out there
Sending out flares
Someone's out there
Sending out flares",The Script|||Flares|||15,4,curiosity,confusion,optimism,"[{'label': 'curiosity', 'score': 0.5597584843635559}, {'label': 'neutral', 'score': 0.39923280477523804}, {'label': 'confusion', 'score': 0.22488835453987122}, {'label': 'optimism', 'score': 0.014894774183630943}, {'label': 'approval', 'score': 0.010993950068950653}, {'label': 'realization', 'score': 0.006181016564369202}]"
The Script|||Flares|||15|||5,The Script,Flares,"Did you lose what won't return?
Did you love but never learn?",The Script|||Flares|||15,5,curiosity,confusion,disappointment,"[{'label': 'curiosity', 'score': 0.6498995423316956}, {'label': 'confusion', 'score': 0.33338654041290283}, {'label': 'neutral', 'score': 0.12389706075191498}, {'label': 'disappointment', 'score': 0.053238190710544586}, {'label': 'sadness', 'score': 0.03365449607372284}, {'label': 'annoyance', 'score': 0.017741631716489792}]"
The Script|||Flares|||15|||6,The Script,Flares,"But did you see the flares in the sky?
Were you blinded by the light?
Did you feel the smoke in your eyes?
Did you? (Did you?) Did you? (Did you?)
Did you see the sparks, feel the hope
That you are not alone?
Cause someone's out there
Sending out flares
But did you see the flares in the sky?
Were you blinded by the light?
Did you feel the smoke in your eyes?
Did you? (Did you?) Did you? (Did you?)
Did you see the sparks, feel the hope
That you are not alone?
Cause someone's out there
Sending out flares
<\Lyric>```",The Script|||Flares|||15,6,curiosity,confusion,approval,"[{'label': 'curiosity', 'score': 0.5107999444007874}, {'label': 'neutral', 'score': 0.42526981234550476}, {'label': 'confusion', 'score': 0.30511176586151123}, {'label': 'approval', 'score': 0.008216378279030323}, {'label': 'realization', 'score': 0.006896603386849165}, {'label': 'optimism', 'score': 0.006388947367668152}]"
The Script|||Run Through Walls|||16|||0,The Script,Run Through Walls,"```
<Artist name> The Script <\Artist>
<Song title> Run Through Walls <\Song title>
<Lyric> 
With no visible superpowers
Sitting in the kitchen and talkin' for hours
You always show up at the perfect time
There's no one born with X-Ray eyes
There's no way to know what's on my mind
But you always say the words that save my life",The Script|||Run Through Walls|||16,0,approval,admiration,realization,"[{'label': 'neutral', 'score': 0.7223055958747864}, {'label': 'approval', 'score': 0.18453165888786316}, {'label': 'admiration', 'score': 0.02763357385993004}, {'label': 'realization', 'score': 0.025622433051466942}, {'label': 'optimism', 'score': 0.015237820334732533}, {'label': 'caring', 'score': 0.011763792484998703}]"
The Script|||Run Through Walls|||16|||1,The Script,Run Through Walls,"I've got friends that will run through walls
I've got friends that will fly once called
When I've nowhere left to go
And I need my heroes
I've got friends that will run through walls",The Script|||Run Through Walls|||16,1,desire,approval,optimism,"[{'label': 'neutral', 'score': 0.511069655418396}, {'label': 'desire', 'score': 0.3709225654602051}, {'label': 'approval', 'score': 0.0930682122707367}, {'label': 'optimism', 'score': 0.04332321882247925}, {'label': 'annoyance', 'score': 0.01635930873453617}, {'label': 'caring', 'score': 0.012600844725966454}]"
The Script|||Run Through Walls|||16|||2,The Script,Run Through Walls,"You may not be superhuman
But you've got the strength to carry me through it
My shield of steel when I'm too weak to fight
Yes, you are
And that day my mother died
And you held me up and you wiped my eyes
It was in that moment when I realized",The Script|||Run Through Walls|||16,2,realization,approval,sadness,"[{'label': 'realization', 'score': 0.8052254319190979}, {'label': 'neutral', 'score': 0.15846365690231323}, {'label': 'approval', 'score': 0.12003912776708603}, {'label': 'sadness', 'score': 0.06586561352014542}, {'label': 'surprise', 'score': 0.041426870971918106}, {'label': 'admiration', 'score': 0.03992864117026329}]"
The Script|||Run Through Walls|||16|||3,The Script,Run Through Walls,"That I've got friends that will run through walls (Yeah)
I've got friends that will fly once called
When I've nowhere left to go
And I need my heroes
I've got friends that will run through walls",The Script|||Run Through Walls|||16,3,desire,approval,optimism,"[{'label': 'desire', 'score': 0.5110621452331543}, {'label': 'neutral', 'score': 0.38117778301239014}, {'label': 'approval', 'score': 0.10666494071483612}, {'label': 'optimism', 'score': 0.04760035499930382}, {'label': 'annoyance', 'score': 0.015341646037995815}, {'label': 'realization', 'score': 0.013080487959086895}]"
The Script|||Run Through Walls|||16|||4,The Script,Run Through Walls,"You're always happy for my happiness
And sad for my sadness
P*** me off, you're mad for my madness (Ooh)
Ever since we were young, you help me rise from the ashes
If I fall from the sky you'd catch me
'Cause friends don't let you do stupid things
Oh, friends don't let you do stupid things
Oh, friends won't let you do stupid things
Alone, alone",The Script|||Run Through Walls|||16,4,sadness,annoyance,disappointment,"[{'label': 'sadness', 'score': 0.5256379842758179}, {'label': 'neutral', 'score': 0.13580192625522614}, {'label': 'annoyance', 'score': 0.10460399091243744}, {'label': 'disappointment', 'score': 0.08806129544973373}, {'label': 'anger', 'score': 0.048800088465213776}, {'label': 'caring', 'score': 0.027127167209982872}]"
The Script|||Run Through Walls|||16|||5,The Script,Run Through Walls,"I've got friends that will run through walls (Yeah)
I've got friends that will fly once called (Yeah)
When I've nowhere left to go
And I need my heroes
I've got friends that will run through walls",The Script|||Run Through Walls|||16,5,desire,approval,optimism,"[{'label': 'neutral', 'score': 0.4554947018623352}, {'label': 'desire', 'score': 0.36281123757362366}, {'label': 'approval', 'score': 0.1432347446680069}, {'label': 'optimism', 'score': 0.051725417375564575}, {'label': 'realization', 'score': 0.014318599365651608}, {'label': 'annoyance', 'score': 0.014263398014008999}]"
The Script|||Run Through Walls|||16|||6,The Script,Run Through Walls,"Yeah, yeah
Whoa-oh-oh
When I've nowhere left to go
And I need my heroes
I've got friends that will run through walls
I've got friends that will run through walls
And I've got friends that don't text, they call
When I've nowhere left to go and I need you the most
I've got friends that will run through walls
<\Lyric>```",The Script|||Run Through Walls|||16,6,desire,approval,love,"[{'label': 'desire', 'score': 0.45245081186294556}, {'label': 'neutral', 'score': 0.40241917967796326}, {'label': 'approval', 'score': 0.09369532763957977}, {'label': 'love', 'score': 0.02760060504078865}, {'label': 'annoyance', 'score': 0.020721208304166794}, {'label': 'optimism', 'score': 0.02054879628121853}]"
The Script|||Written in the Scars|||17|||0,The Script,Written in the Scars,"```
<Artist name> The Script <\Artist>
<Song title> Written in the Scars <\Song title>
<Lyric> 
(Yeah, yeah)",The Script|||Written in the Scars|||17,0,approval,realization,admiration,"[{'label': 'neutral', 'score': 0.7887827157974243}, {'label': 'approval', 'score': 0.18935048580169678}, {'label': 'realization', 'score': 0.01904544234275818}, {'label': 'admiration', 'score': 0.003867395455017686}, {'label': 'excitement', 'score': 0.0038250430952757597}, {'label': 'annoyance', 'score': 0.0037028188817203045}]"
The Script|||Written in the Scars|||17|||1,The Script,Written in the Scars,"Thank you to anyone who hurt me
This is a shout out to those who never cared
I got scrapes on my heart from all the battles
And I owe you for getting me prepared
I tip my hat to all the haters
Got a handshake for lovers from the past
I got a peace sign for all you backstabbers
You're not the first and you sure won't be the last",The Script|||Written in the Scars|||17,1,gratitude,annoyance,approval,"[{'label': 'gratitude', 'score': 0.9063554406166077}, {'label': 'neutral', 'score': 0.08214956521987915}, {'label': 'annoyance', 'score': 0.02116858772933483}, {'label': 'approval', 'score': 0.017326274886727333}, {'label': 'caring', 'score': 0.013323699124157429}, {'label': 'disapproval', 'score': 0.013245481066405773}]"
The Script|||Written in the Scars|||17|||2,The Script,Written in the Scars,"Minute by minute, it took me time, time, time
Letter by letter, it cut me line by line
I'm proud of these scars 'cause they're mine, mine, mine
Mine, mine, mine, oh",The Script|||Written in the Scars|||17,2,pride,admiration,approval,"[{'label': 'neutral', 'score': 0.35395902395248413}, {'label': 'pride', 'score': 0.3086266815662384}, {'label': 'admiration', 'score': 0.19081087410449982}, {'label': 'approval', 'score': 0.13250841200351715}, {'label': 'realization', 'score': 0.07191783934831619}, {'label': 'joy', 'score': 0.03881111741065979}]"
The Script|||Written in the Scars|||17|||3,The Script,Written in the Scars,"If it's hurting right now (right now, right now)
If it's hurting right now (right now)
It's gon' make us who we are
It's written in the scars
If it's hurting right now (right now, right now)
If it's burning right now (right now)
It's gon' make us who we are
It's written in the scars",The Script|||Written in the Scars|||17,3,realization,sadness,approval,"[{'label': 'neutral', 'score': 0.9281641244888306}, {'label': 'realization', 'score': 0.023811697959899902}, {'label': 'sadness', 'score': 0.020361557602882385}, {'label': 'approval', 'score': 0.01771078072488308}, {'label': 'disappointment', 'score': 0.014831856824457645}, {'label': 'annoyance', 'score': 0.014762426726520061}]"
The Script|||Written in the Scars|||17|||4,The Script,Written in the Scars,"It's written in the scars, yeah yeah (yeah yeah)
It's written in the scars, yeah yeah (yeah yeah)
It's written in the scars, yeah yeah (yeah yeah)
They make us who we are, who we are, are, who we are, yeah",The Script|||Written in the Scars|||17,4,approval,realization,confusion,"[{'label': 'neutral', 'score': 0.833499550819397}, {'label': 'approval', 'score': 0.17189635336399078}, {'label': 'realization', 'score': 0.03827814757823944}, {'label': 'confusion', 'score': 0.004498600028455257}, {'label': 'annoyance', 'score': 0.004261181689798832}, {'label': 'optimism', 'score': 0.003947509918361902}]"
The Script|||Written in the Scars|||17|||5,The Script,Written in the Scars,"In everyone there is a worry
And every scratch is a new tattoo
'Cause those lines on your face, they tell a story
Of how you became, you became you
So put your arms around the doubters
And dunk a deuce when they push below their belts
They keep it up for the ones who lit the matches
'Cause you get fire proof from going through hell",The Script|||Written in the Scars|||17,5,approval,caring,realization,"[{'label': 'neutral', 'score': 0.8929750919342041}, {'label': 'approval', 'score': 0.018125785514712334}, {'label': 'caring', 'score': 0.01657048799097538}, {'label': 'realization', 'score': 0.016332387924194336}, {'label': 'annoyance', 'score': 0.01248621940612793}, {'label': 'sadness', 'score': 0.009729068726301193}]"
The Script|||Written in the Scars|||17|||6,The Script,Written in the Scars,"If it's hurting right now
If it's hurting right now
It's gon' make us who we are
It's written in the scars
If it's hurting right now
If it's burning right now
It's gon' make us who we are
It's written in the scars",The Script|||Written in the Scars|||17,6,realization,approval,sadness,"[{'label': 'neutral', 'score': 0.9204854965209961}, {'label': 'realization', 'score': 0.023774636909365654}, {'label': 'approval', 'score': 0.021537721157073975}, {'label': 'sadness', 'score': 0.014828444458544254}, {'label': 'annoyance', 'score': 0.013752658851444721}, {'label': 'disappointment', 'score': 0.011980065144598484}]"
The Script|||Written in the Scars|||17|||7,The Script,Written in the Scars,"It's written in the scars, yeah yeah (yeah yeah)
It's written in the scars, yeah yeah (yeah yeah)
It's written in the scars, yeah yeah (yeah yeah)
They make us who we are, who we are, are, who we are
It's written in the scars, yeah yeah (yeah yeah)
It's written in the scars, yeah yeah (yeah yeah)
It's written in the scars, yeah yeah (yeah yeah)
They make us who we are, who we are, are, who we are, yeah",The Script|||Written in the Scars|||17,7,approval,realization,confusion,"[{'label': 'neutral', 'score': 0.8556473851203918}, {'label': 'approval', 'score': 0.1535087376832962}, {'label': 'realization', 'score': 0.03325499966740608}, {'label': 'confusion', 'score': 0.004763441160321236}, {'label': 'annoyance', 'score': 0.004367492161691189}, {'label': 'optimism', 'score': 0.0038516498170793056}]"
The Script|||Written in the Scars|||17|||8,The Script,Written in the Scars,"If it's hurting right now (right now, right now)
If it's hurting right now (right now, right now)
It's gon' make us who we are
It's written in the scars
If it's hurting right now (right now, right now)
If it's burning right now (right now, right now)
It's gon' make us who we are
It's written in the scars
<\Lyric>```",The Script|||Written in the Scars|||17,8,realization,sadness,approval,"[{'label': 'neutral', 'score': 0.929384708404541}, {'label': 'realization', 'score': 0.022584140300750732}, {'label': 'sadness', 'score': 0.01956527680158615}, {'label': 'approval', 'score': 0.017595361918210983}, {'label': 'disappointment', 'score': 0.013663480058312416}, {'label': 'annoyance', 'score': 0.013475202023983002}]"
The Script|||Science & Faith|||18|||0,The Script,Science & Faith,"```
<Artist name> The Script <\Artist>
<Song title> Science & Faith <\Song title>
<Lyric> 
Tried to break love to a science
In an act of pure defiance
I broke her heart
And as I pulled apart her theory
As I watched her growing weary
I pulled her apart
Having heavy conversations
About the furthest constellations of our souls. ooh
And we're just trying to find some meaning
In the things that we believe in
But we got some ways to go
Of all of the things that she's ever said
She goes and says something that just knocks me dead",The Script|||Science & Faith|||18,0,disappointment,sadness,annoyance,"[{'label': 'neutral', 'score': 0.5887579321861267}, {'label': 'disappointment', 'score': 0.3124915361404419}, {'label': 'sadness', 'score': 0.2587270438671112}, {'label': 'annoyance', 'score': 0.0734255388379097}, {'label': 'realization', 'score': 0.04260331392288208}, {'label': 'disapproval', 'score': 0.01754000037908554}]"
The Script|||Science & Faith|||18|||1,The Script,Science & Faith,"You won't find faith or hope down a telescope
You won't find heart and soul in the stars
You can break everything, down to chemicals
But you can't explain a love like ours",The Script|||Science & Faith|||18,1,disapproval,annoyance,approval,"[{'label': 'neutral', 'score': 0.5762145519256592}, {'label': 'disapproval', 'score': 0.4509555399417877}, {'label': 'annoyance', 'score': 0.057463355362415314}, {'label': 'approval', 'score': 0.04150257632136345}, {'label': 'disappointment', 'score': 0.034455556422472}, {'label': 'realization', 'score': 0.0203168336302042}]"
The Script|||Science & Faith|||18|||2,The Script,Science & Faith,"Woohhhh
It's the way we feel, yeah this is real
Woohhhh
It's the way we feel, yeah this is real",The Script|||Science & Faith|||18,2,excitement,surprise,joy,"[{'label': 'excitement', 'score': 0.554985523223877}, {'label': 'surprise', 'score': 0.2194078266620636}, {'label': 'neutral', 'score': 0.10055568069219589}, {'label': 'joy', 'score': 0.07688623666763306}, {'label': 'approval', 'score': 0.041457559913396835}, {'label': 'realization', 'score': 0.03711220622062683}]"
The Script|||Science & Faith|||18|||3,The Script,Science & Faith,"I tried pushing evolution
As the obvious conclusion of the start
But it was for my own amusement
Saying love was an illusion of a hopeless heart
Of all of the things that she's ever said
She goes and says something that knocks me dead",The Script|||Science & Faith|||18,3,amusement,joy,annoyance,"[{'label': 'neutral', 'score': 0.4721999764442444}, {'label': 'amusement', 'score': 0.3381272256374359}, {'label': 'joy', 'score': 0.05290529131889343}, {'label': 'annoyance', 'score': 0.03446364030241966}, {'label': 'sadness', 'score': 0.03371334448456764}, {'label': 'disappointment', 'score': 0.02600669302046299}]"
The Script|||Science & Faith|||18|||4,The Script,Science & Faith,"Oh Oh, Woohhhh
Oh Oh, Woohhhh
Of all of the things that she's ever said
She goes and says something that just knocks me dead",The Script|||Science & Faith|||18,4,surprise,realization,excitement,"[{'label': 'neutral', 'score': 0.44195693731307983}, {'label': 'surprise', 'score': 0.374411940574646}, {'label': 'realization', 'score': 0.050315011292696}, {'label': 'excitement', 'score': 0.03224480152130127}, {'label': 'annoyance', 'score': 0.027828222140669823}, {'label': 'fear', 'score': 0.025883285328745842}]"
The Script|||Science & Faith|||18|||5,The Script,Science & Faith,"Woohhhh
It's the way we feel, yeah this is real
Ooohhhh
It's the way we feel, yeah this is real
Oh Oh, Woohhhh
Oh Oh, Woohhhh
Oh Oh, Woohhhh
Oh Oh, Woohhhh
Oh Oh, Woohhhh
<\Lyric>```",The Script|||Science & Faith|||18,5,excitement,surprise,joy,"[{'label': 'excitement', 'score': 0.47489646077156067}, {'label': 'surprise', 'score': 0.255034863948822}, {'label': 'neutral', 'score': 0.10386408120393753}, {'label': 'joy', 'score': 0.06601079553365707}, {'label': 'realization', 'score': 0.035052407532930374}, {'label': 'amusement', 'score': 0.031786009669303894}]"
The Script|||Wonders|||19|||0,The Script,Wonders,"```
<Artist name> The Script <\Artist>
<Song title> Wonders <\Song title>
<Lyric> 
Pull the car to the side of the freeway
It all came clear in a flash
So I called to tell you I love you
Got so many questions to ask
Like, where are we going?
What are we doing?
We said we'd make memories, not dreams
Baby, it's now or never
So, go home and pack your things",The Script|||Wonders|||19,0,love,curiosity,confusion,"[{'label': 'love', 'score': 0.4438713788986206}, {'label': 'neutral', 'score': 0.32891491055488586}, {'label': 'curiosity', 'score': 0.1820243000984192}, {'label': 'confusion', 'score': 0.04617586359381676}, {'label': 'approval', 'score': 0.04526901990175247}, {'label': 'desire', 'score': 0.026315107941627502}]"
The Script|||Wonders|||19|||1,The Script,Wonders,"'Cause I don't wanna go through the gates of heaven
Thinking what we might have missed
Don't wanna waste another day we're given
'Cause we're scared of taking risks
Let's see the eight world wonders
Before we're six feet under, woah
Do everything we always talked about
And mark them off the bucket list",The Script|||Wonders|||19,1,fear,nervousness,disapproval,"[{'label': 'fear', 'score': 0.5912441611289978}, {'label': 'neutral', 'score': 0.23822680115699768}, {'label': 'nervousness', 'score': 0.04928749054670334}, {'label': 'disapproval', 'score': 0.04249579831957817}, {'label': 'realization', 'score': 0.037920109927654266}, {'label': 'approval', 'score': 0.02923440746963024}]"
The Script|||Wonders|||19|||2,The Script,Wonders,"Go to Rome, stand in awe
Climb a mountain in Nepal
Land in China, walk the wall
We gonna do it all
Dance in Rio in the sun
Head to Vegas for the fun
Do the things we never done, we never done
We're never done, we're never done
We're never done",The Script|||Wonders|||19,2,joy,excitement,amusement,"[{'label': 'neutral', 'score': 0.40490660071372986}, {'label': 'joy', 'score': 0.3441271185874939}, {'label': 'excitement', 'score': 0.1467502862215042}, {'label': 'amusement', 'score': 0.06961589306592941}, {'label': 'approval', 'score': 0.03257434815168381}, {'label': 'optimism', 'score': 0.013076008297502995}]"
The Script|||Wonders|||19|||3,The Script,Wonders,"So, go hand in your notice, we're leaving
Let's start doing the things that we love
Kill the dream now, but don't kill the dreamer
No, this town won't get the best of us
So, we're setting off, we're getting on a plane
We're going a little crazy, don't have to explain
We'll be laughing like kids on a playground
Taking hold of this life by the reigns",The Script|||Wonders|||19,3,love,joy,amusement,"[{'label': 'love', 'score': 0.3326753079891205}, {'label': 'joy', 'score': 0.3000786304473877}, {'label': 'neutral', 'score': 0.08472026139497757}, {'label': 'amusement', 'score': 0.06718908995389938}, {'label': 'approval', 'score': 0.053871843963861465}, {'label': 'excitement', 'score': 0.04921600967645645}]"
The Script|||Wonders|||19|||4,The Script,Wonders,"Go to Rome, stand in awe
Climb a mountain in Nepal
Land in China, walk the wall
We gonna do it all
Dance in Rio in the sun
Head to Vegas for the fun
Do the things we never done, we never done
We're never done, we're never done
We're never done, we're never done
<\Lyric>```",The Script|||Wonders|||19,4,joy,excitement,amusement,"[{'label': 'neutral', 'score': 0.4463599622249603}, {'label': 'joy', 'score': 0.3114827573299408}, {'label': 'excitement', 'score': 0.12876290082931519}, {'label': 'amusement', 'score': 0.062252476811409}, {'label': 'approval', 'score': 0.03185128793120384}, {'label': 'annoyance', 'score': 0.013866353780031204}]"
The Script|||No Man is an Island|||20|||0,The Script,No Man is an Island,"```
<Artist name> The Script <\Artist>
<Song title> No Man is an Island <\Song title>
<Lyric> 
I'm a love, love refugee
Don't let nobody get close to me
I'm a hard, hard fugitive
Always running, that's the way I live",The Script|||No Man is an Island|||20,0,love,approval,admiration,"[{'label': 'love', 'score': 0.9336075186729431}, {'label': 'approval', 'score': 0.05771338939666748}, {'label': 'admiration', 'score': 0.03200024738907814}, {'label': 'neutral', 'score': 0.02972944639623165}, {'label': 'caring', 'score': 0.026628278195858}, {'label': 'optimism', 'score': 0.019006259739398956}]"
The Script|||No Man is an Island|||20|||1,The Script,No Man is an Island,"'Cause when you go solo, end up feeling so low
You become your own worst enemy
Thinking that there's no hope, and your boat won't float
This is why she said, what she said to me",The Script|||No Man is an Island|||20,1,disappointment,sadness,annoyance,"[{'label': 'neutral', 'score': 0.3878922462463379}, {'label': 'disappointment', 'score': 0.24312826991081238}, {'label': 'sadness', 'score': 0.16042190790176392}, {'label': 'annoyance', 'score': 0.08872122317552567}, {'label': 'fear', 'score': 0.04381565749645233}, {'label': 'realization', 'score': 0.03880965709686279}]"
The Script|||No Man is an Island|||20|||2,The Script,No Man is an Island,"No man is an island, no one should be on their own
Look in the horizon, 'cause love will always take you home
She said all hearts break, don't lose faith, you can't live life that way
No man is an island, no one should be on their own
No man is an island
No man is an island",The Script|||No Man is an Island|||20,2,caring,disapproval,approval,"[{'label': 'caring', 'score': 0.3963305950164795}, {'label': 'neutral', 'score': 0.37225088477134705}, {'label': 'disapproval', 'score': 0.1451481133699417}, {'label': 'approval', 'score': 0.10407882183790207}, {'label': 'love', 'score': 0.05102986842393875}, {'label': 'optimism', 'score': 0.03178705275058746}]"
The Script|||No Man is an Island|||20|||3,The Script,No Man is an Island,"I'm a thousand miles from yesterday
Now I'm living like a castaway
Just a broken man on the shore
Still hurting from the one before",The Script|||No Man is an Island|||20,3,sadness,disappointment,annoyance,"[{'label': 'sadness', 'score': 0.8137361407279968}, {'label': 'disappointment', 'score': 0.1746467500925064}, {'label': 'neutral', 'score': 0.08456708490848541}, {'label': 'annoyance', 'score': 0.025936422869563103}, {'label': 'realization', 'score': 0.016559503972530365}, {'label': 'grief', 'score': 0.015137523412704468}]"
The Script|||No Man is an Island|||20|||4,The Script,No Man is an Island,"No man is an island, no one should be on their own
Look in the horizon, 'cause love will always take you home
She said all hearts break, don't lose faith, you can't live life that way
No man is an island, no one should be on their own
No man is an island
No man is an island
No man is an-
That's what she said",The Script|||No Man is an Island|||20,4,caring,disapproval,approval,"[{'label': 'neutral', 'score': 0.5541343688964844}, {'label': 'caring', 'score': 0.18522095680236816}, {'label': 'disapproval', 'score': 0.11332963407039642}, {'label': 'approval', 'score': 0.11161836981773376}, {'label': 'annoyance', 'score': 0.026429621502757072}, {'label': 'love', 'score': 0.023705054074525833}]"
